,key,Metric,score
872,20180603,12h,0.001081081
873,20180604,12h,0.005148321
874,20180605,12h,0.019130435
875,20180606,12h,0.00736377
876,20180607,12h,0.007554772
877,20180608,12h,0.01412002
878,20180609,12h,0.009465336
879,20180610,12h,0.007540846
880,20180611,12h,0.005192108
881,20180612,12h,0.004252638
882,20180613,12h,0.00700899
883,20180614,12h,0.006328358
884,20180615,12h,0.009396853
885,20180616,12h,0.001464558
886,20180617,12h,0.044966786
887,20180618,12h,0.004237288
888,20180619,12h,0.003225806
889,20180620,12h,0.002840909
890,20180621,12h,0.03217223
891,20180622,12h,0.003585147
892,20180623,12h,0.005614473
893,20180624,12h,0.002138275
894,20180625,12h,0.015425817
895,20180626,12h,0.015924867
896,20180627,12h,0.005200594
897,20180628,12h,0.003686258
898,20180629,12h,0.006134969
899,20180630,12h,0.003722795
900,20180601,15h,0.009214355
901,20180602,15h,0.030239395
902,20180603,15h,0.012972973
903,20180604,15h,0.013238539
904,20180605,15h,0.053416149
905,20180606,15h,0.020373098
906,20180607,15h,0.020901536
907,20180608,15h,0.026222895
908,20180609,15h,0.038628805
909,20180610,15h,0.01843318
910,20180611,15h,0.014122534
911,20180612,15h,0.008977792
912,20180613,15h,0.022093555
913,20180614,15h,0.02519403
914,20180615,15h,0.008304196
915,20180616,15h,0.009373169
916,20180617,15h,0.032703117
917,20180618,15h,0.009987893
918,20180619,15h,0.012043011
919,20180620,15h,0.013967803
920,20180621,15h,0.031446541
921,20180622,15h,0.006914213
922,20180623,15h,0.008733624
923,20180624,15h,0.004989309
924,20180625,15h,0.116979111
925,20180626,15h,0.035728869
926,20180627,15h,0.01213472
927,20180628,15h,0.02396068
928,20180629,15h,0.01670075
929,20180630,15h,0.011454754
930,20180601,18h,0.008244423
931,20180602,18h,0.024359513
932,20180603,18h,0.01027027
933,20180604,18h,0.008825693
934,20180605,18h,0.014906832
935,20180606,18h,0.022582229
936,20180607,18h,0.017375976
937,20180608,18h,0.030509329
938,20180609,18h,0.029930929
939,20180610,18h,0.062840385
940,20180611,18h,0.009553479
941,20180612,18h,0.010710348
942,20180613,18h,0.043425263
943,20180614,18h,0.011223881
944,20180615,18h,0.008741259
945,20180616,18h,0.005565319
946,20180617,18h,0.008686765
947,20180618,18h,0.008474576
948,20180619,18h,0.009032258
949,20180620,18h,0.014441288
950,20180621,18h,0.010401548
951,20180622,18h,0.004609475
952,20180623,18h,0.009357455
953,20180624,18h,0.010691376
954,20180625,18h,0.014997322
955,20180626,18h,0.026133116
956,20180627,18h,0.015106488
957,20180628,18h,0.033995495
958,20180629,18h,0.035787321
959,20180630,18h,0.01489118
960,20180601,21h,0.009699321
961,20180602,21h,0.025619488
962,20180603,21h,0.017297297
963,20180604,21h,0.011277274
964,20180605,21h,0.014161491
965,20180606,21h,0.01742759
966,20180607,21h,0.019642407
967,20180608,21h,0.026727181
968,20180609,21h,0.013558455
969,20180610,21h,0.066191873
970,20180611,21h,0.003738318
971,20180612,21h,0.040478816
972,20180613,21h,0.070394637
973,20180614,21h,0.013014925
974,20180615,21h,0.009833916
975,20180616,21h,0.004100762
976,20180617,21h,0.008175779
977,20180618,21h,0.006658596
978,20180619,21h,0.01311828
979,20180620,21h,0.008049242
980,20180621,21h,0.005563619
981,20180622,21h,0.009475032
982,20180623,21h,0.056768559
983,20180624,21h,0.013542409
984,20180625,21h,0.005891805
985,20180626,21h,0.024499796
986,20180627,21h,0.014611194
987,20180628,21h,0.008191685
988,20180629,21h,0.014996592
989,20180630,21h,0.011454754
990,20180601,1d,0.023520854
991,20180602,1d,0.026039479
992,20180603,1d,0.021621622
993,20180604,1d,0.004658004
994,20180605,1d,0.010931677
995,20180606,1d,0.010554737
996,20180607,1d,0.013850416
997,20180608,1d,0.019919314
998,20180609,1d,0.007674597
999,20180610,1d,0.015081693
1000,20180611,1d,0.003946002
1001,20180612,1d,0.039218775
1002,20180613,1d,0.029254914
1003,20180614,1d,0.027462687
1004,20180615,1d,0.007867133
1005,20180616,1d,0.008787346
1006,20180617,1d,0.005109862
1007,20180618,1d,0.008474576
1008,20180619,1d,0.008602151
1009,20180620,1d,0.016098485
1010,20180621,1d,0.007498791
1011,20180622,1d,0.008706786
1012,20180623,1d,0.09794136
1013,20180624,1d,0.050605845
1014,20180625,1d,0.028066417
1015,20180626,1d,0.007962434
1016,20180627,1d,0.01584943
1017,20180628,1d,0.011673152
1018,20180629,1d,0.04192229
1019,20180630,1d,0.01231386
1020,20180601,1d 6h,0.021096023
1021,20180602,1d 6h,0.027299454
1022,20180603,1d 6h,0.08972973
1023,20180604,1d 6h,0.010051483
1024,20180605,1d 6h,0.026335404
1025,20180606,1d 6h,0.030436917
1026,20180607,1d 6h,0.03072274
1027,20180608,1d 6h,0.026475038
1028,20180609,1d 6h,0.016628294
1029,20180610,1d 6h,0.071219103
1030,20180611,1d 6h,0.00623053
1031,20180612,1d 6h,0.023153252
1032,20180613,1d 6h,0.037635228
1033,20180614,1d 6h,0.05480597
1034,20180615,1d 6h,0.080856643
1035,20180616,1d 6h,0.014352665
1036,20180617,1d 6h,0.024527338
1037,20180618,1d 6h,0.017251816
1038,20180619,1d 6h,0.027096774
1039,20180620,1d 6h,0.036458333
1040,20180621,1d 6h,0.025641026
1041,20180622,1d 6h,0.026120359
1042,20180623,1d 6h,0.091703057
1043,20180624,1d 6h,0.037776194
1044,20180625,1d 6h,0.053347616
1045,20180626,1d 6h,0.025316456
1046,20180627,1d 6h,0.061911838
1047,20180628,1d 6h,0.024575056
1048,20180629,1d 6h,0.036128153
1049,20180630,1d 6h,0.032932417
1050,20180601,1d 12h,0.011396702
1051,20180602,1d 12h,0.019739605
1052,20180603,1d 12h,0.017837838
1053,20180604,1d 12h,0.002696739
1054,20180605,1d 12h,0.015652174
1055,20180606,1d 12h,0.013991163
1056,20180607,1d 12h,0.015865021
1057,20180608,1d 12h,0.01487645
1058,20180609,1d 12h,0.016372474
1059,20180610,1d 12h,0.013824885
1060,20180611,1d 12h,0.003115265
1061,20180612,1d 12h,0.013072925
1062,20180613,1d 12h,0.012951394
1063,20180614,1d 12h,0.048477612
1064,20180615,1d 12h,0.027316434
1065,20180616,1d 12h,0.013181019
1066,20180617,1d 12h,0.009708738
1067,20180618,1d 12h,0.005750605
1068,20180619,1d 12h,0.010752688
1069,20180620,1d 12h,0.013731061
1070,20180621,1d 12h,0.01572327
1071,20180622,1d 12h,0.009987196
1072,20180623,1d 12h,0.011852776
1073,20180624,1d 12h,0.0085531
1074,20180625,1d 12h,0.045848956
1075,20180626,1d 12h,0.012862393
1076,20180627,1d 12h,0.012877662
1077,20180628,1d 12h,0.009215646
1078,20180629,1d 12h,0.011247444
1079,20180630,1d 12h,0.013172967
1080,20180601,1d 18h,0.009941804
1081,20180602,1d 18h,0.007559849
1082,20180603,1d 18h,0.009189189
1083,20180604,1d 18h,0.005393479
1084,20180605,1d 18h,0.003478261
1085,20180606,1d 18h,0.008836524
1086,20180607,1d 18h,0.009569378
1087,20180608,1d 18h,0.020423601
1088,20180609,1d 18h,0.010232796
1089,20180610,1d 18h,0.045664013
1090,20180611,1d 18h,0.00145379
1091,20180612,1d 18h,0.003465113
1092,20180613,1d 18h,0.005332927
1093,20180614,1d 18h,0.038686567
1094,20180615,1d 18h,0.01333042
1095,20180616,1d 18h,0.0076157
1096,20180617,1d 18h,0.010219724
1097,20180618,1d 18h,0.005447942
1098,20180619,1d 18h,0.00516129
1099,20180620,1d 18h,0.010179924
1100,20180621,1d 18h,0.009192066
1101,20180622,1d 18h,0.006145967
1102,20180623,1d 18h,0.006862133
1103,20180624,1d 18h,0.016393443
1104,20180625,1d 18h,0.007605785
1105,20180626,1d 18h,0.005308289
1106,20180627,1d 18h,0.006934126
1107,20180628,1d 18h,0.02109359
1108,20180629,1d 18h,0.012951602
1109,20180630,1d 18h,0.007731959
1110,20180601,2d,0.008971872
1111,20180602,2d,0.018059639
1112,20180603,2d,0.012432432
1113,20180604,2d,0.002696739
1114,20180605,2d,0.003975155
1115,20180606,2d,0.008100147
1116,20180607,2d,0.009317552
1117,20180608,2d,0.016893596
1118,20180609,2d,0.015349194
1119,20180610,2d,0.018852116
1120,20180611,2d,0.002076843
1121,20180612,2d,0.001575051
1122,20180613,2d,0.004266342
1123,20180614,2d,0.022925373
1124,20180615,2d,0.015734266
1125,20180616,2d,0.012888108
1126,20180617,2d,0.009708738
1127,20180618,2d,0.004842615
1128,20180619,2d,0.003655914
1129,20180620,2d,0.0078125
1130,20180621,2d,0.007982583
1131,20180622,2d,0.006402049
1132,20180623,2d,0.008109794
1133,20180624,2d,0.005702067
1134,20180625,2d,0.014033208
1135,20180626,2d,0.005104124
1136,20180627,2d,0.006934126
1137,20180628,2d,0.073929961
1138,20180629,2d,0.007157464
1139,20180630,2d,0.010882016
1140,20180601,2d 12h,0.017216295
1141,20180602,2d 12h,0.013859723
1142,20180603,2d 12h,0.011891892
1143,20180604,2d 12h,0.005883795
1144,20180605,2d 12h,0.004968944
1145,20180606,2d 12h,0.011291114
1146,20180607,2d 12h,0.01183581
1147,20180608,2d 12h,0.011094302
1148,20180609,2d 12h,0.015349194
1149,20180610,2d 12h,0.012987013
1150,20180611,2d 12h,0.004361371
1151,20180612,2d 12h,0.003780123
1152,20180613,2d 12h,0.004266342
1153,20180614,2d 12h,0.012895522
1154,20180615,2d 12h,0.013986014
1155,20180616,2d 12h,0.010544815
1156,20180617,2d 12h,0.014307614
1157,20180618,2d 12h,0.004539952
1158,20180619,2d 12h,0.006666667
1159,20180620,2d 12h,0.008049242
1160,20180621,2d 12h,0.008466376
1161,20180622,2d 12h,0.008450704
1162,20180623,2d 12h,0.010605115
1163,20180624,2d 12h,0.013542409
1164,20180625,2d 12h,0.137332619
1165,20180626,2d 12h,0.003674969
1166,20180627,2d 12h,0.010401189
1167,20180628,2d 12h,0.010649191
1168,20180629,2d 12h,0.01465576
1169,20180630,2d 12h,0.009450172
1170,20180601,3d,0.013094083
1171,20180602,3d,0.006719866
1172,20180603,3d,0.022702703
1173,20180604,3d,0.011522432
1174,20180605,3d,0.006956522
1175,20180606,3d,0.004418262
1176,20180607,3d,0.009821204
1177,20180608,3d,0.008068583
1178,20180609,3d,0.018419033
1179,20180610,3d,0.012568077
1180,20180611,3d,0.011214953
1181,20180612,3d,0.001260041
1182,20180613,3d,0.001523693
1183,20180614,3d,0.005970149
1184,20180615,3d,0.009178322
1185,20180616,3d,0.011130639
1186,20180617,3d,0.013285641
1187,20180618,3d,0.014225182
1188,20180619,3d,0.005376344
1189,20180620,3d,0.004734848
1190,20180621,3d,0.007014998
1191,20180622,3d,0.008194622
1192,20180623,3d,0.006238303
1193,20180624,3d,0.018531718
1194,20180625,3d,0.119657204
1195,20180626,3d,0.003266639
1196,20180627,3d,0.005448242
1197,20180628,3d,0.010649191
1198,20180629,3d,0.01670075
1199,20180630,3d,0.005154639
1200,20180601,3d 12h,0.008971872
1201,20180602,3d 12h,0.011339773
1202,20180603,3d 12h,0.011351351
1203,20180604,3d 12h,0.009806325
1204,20180605,3d 12h,0.003478261
1205,20180606,3d 12h,0.006872852
1206,20180607,3d 12h,0.006799295
1207,20180608,3d 12h,0.009581442
1208,20180609,3d 12h,0.003837299
1209,20180610,3d 12h,0.010054462
1210,20180611,3d 12h,0.007892004
1211,20180612,3d 12h,0.004567648
1212,20180613,3d 12h,0.000761847
1213,20180614,3d 12h,0.002985075
1214,20180615,3d 12h,0.00743007
1215,20180616,3d 12h,0.00380785
1216,20180617,3d 12h,0.017884517
1217,20180618,3d 12h,0.010895884
1218,20180619,3d 12h,0.004946237
1219,20180620,3d 12h,0.002130682
1220,20180621,3d 12h,0.005079826
1221,20180622,3d 12h,0.01177977
1222,20180623,3d 12h,0.008733624
1223,20180624,3d 12h,0.016393443
1224,20180625,3d 12h,0.033208356
1225,20180626,3d 12h,0.003674969
1226,20180627,3d 12h,0.002228826
1227,20180628,3d 12h,0.005529388
1228,20180629,3d 12h,0.104294479
1229,20180630,3d 12h,0.00486827
1230,20180601,4d,0.007032008
1231,20180602,4d,0.008819824
1232,20180603,4d,0.012972973
1233,20180604,4d,0.007354744
1234,20180605,4d,0.005714286
1235,20180606,4d,0.003681885
1236,20180607,4d,0.00528834
1237,20180608,4d,0.004790721
1238,20180609,4d,0.002558199
1239,20180610,4d,0.00712191
1240,20180611,4d,0.00768432
1241,20180612,4d,0.003307607
1242,20180613,4d,0.000609477
1243,20180614,4d,0.001432836
1244,20180615,4d,0.004370629
1245,20180616,4d,0.004100762
1246,20180617,4d,0.008686765
1247,20180618,4d,0.006961259
1248,20180619,4d,0.005591398
1249,20180620,4d,0.002130682
1250,20180621,4d,0.002177068
1251,20180622,4d,0.006658131
1252,20180623,4d,0.001871491
1253,20180624,4d,0.004989309
1254,20180625,4d,0.011033744
1255,20180626,4d,0.005512454
1256,20180627,4d,0.001485884
1257,20180628,4d,0.003686258
1258,20180629,4d,0.008179959
1259,20180630,4d,0.005441008
1260,20180601,5d,0.022550921
1261,20180602,5d,0.008819824
1262,20180603,5d,0.011891892
1263,20180604,5d,0.008580534
1264,20180605,5d,0.005962733
1265,20180606,5d,0.007118311
1266,20180607,5d,0.007051121
1267,20180608,5d,0.007312153
1268,20180609,5d,0.003325659
1269,20180610,5d,0.005446167
1270,20180611,5d,0.00913811
1271,20180612,5d,0.005985195
1272,20180613,5d,0.024683834
1273,20180614,5d,0.00238806
1274,20180615,5d,0.005026224
1275,20180616,5d,0.004100762
1276,20180617,5d,0.006642821
1277,20180618,5d,0.013317191
1278,20180619,5d,0.008817204
1279,20180620,5d,0.005208333
1280,20180621,5d,0.002177068
1281,20180622,5d,0.004353393
1282,20180623,5d,0.009357455
1283,20180624,5d,0.003563792
1284,20180625,5d,0.01092662
1285,20180626,5d,0.005920784
1286,20180627,5d,0.005200594
1287,20180628,5d,0.001023961
1288,20180629,5d,0.010906612
1289,20180630,5d,0.004295533
1290,20180601,6d,0.000969932
1291,20180602,6d,0.003359933
1292,20180603,6d,0.008648649
1293,20180604,6d,0.006864428
1294,20180605,6d,0.006459627
1295,20180606,6d,0.004418262
1296,20180607,6d,0.006043818
1297,20180608,6d,0.00781644
1298,20180609,6d,0.004348938
1299,20180610,6d,0.00712191
1300,20180611,6d,0.009761163
1301,20180612,6d,0.005197669
1302,20180613,6d,0.003656864
1303,20180614,6d,0.003940299
1304,20180615,6d,0.002403846
1305,20180616,6d,0.004979496
1306,20180617,6d,0.007664793
1307,20180618,6d,0.014225182
1308,20180619,6d,0.00688172
1309,20180620,6d,0.006628788
1310,20180621,6d,0.001693275
1311,20180622,6d,0.002048656
1312,20180623,6d,0.00062383
1313,20180624,6d,0.005702067
1314,20180625,6d,0.005249063
1315,20180626,6d,0.006737444
1316,20180627,6d,0.014363546
1317,20180628,6d,0.004710219
1318,20180629,6d,0.003749148
1319,20180630,6d,0.004009164
1320,20180601,7d,0.007516974
1321,20180602,7d,0.005039899
1322,20180603,7d,0.014594595
1323,20180604,7d,0.005148321
1324,20180605,7d,0.002484472
1325,20180606,7d,0.011291114
1326,20180607,7d,0.007554772
1327,20180608,7d,0.00630358
1328,20180609,7d,0.003325659
1329,20180610,7d,0.005027231
1330,20180611,7d,0.006645898
1331,20180612,7d,0.002520082
1332,20180613,7d,0.001066585
1333,20180614,7d,0.004059701
1334,20180615,7d,0.004152098
1335,20180616,7d,0.002929115
1336,20180617,7d,0.004598876
1337,20180618,7d,0.006053269
1338,20180619,7d,0.005806452
1339,20180620,7d,0.007339015
1340,20180621,7d,0.005563619
1341,20180622,7d,0.005889885
1342,20180623,7d,0.008733624
1343,20180624,7d,0.00427655
1344,20180625,7d,0.005356186
1345,20180626,7d,0.005512454
1346,20180627,7d,0.007924715
1347,20180628,7d,0.008191685
1348,20180629,7d,0.005794138
1349,20180630,7d,0.001145475
1350,20180601,15d,0.010184287
1351,20180602,15d,0.012179756
1352,20180603,15d,0.009189189
1353,20180604,15d,0.009316009
1354,20180605,15d,0.017142857
1355,20180606,15d,0.013745704
1356,20180607,15d,0.009317552
1357,20180608,15d,0.017650025
1358,20180609,15d,0.005883858
1359,20180610,15d,0.010892333
1360,20180611,15d,0.009761163
1361,20180612,15d,0.016065522
1362,20180613,15d,0.017979583
1363,20180614,15d,0.009910448
1364,20180615,15d,0.005463287
1365,20180616,15d,0.007908612
1366,20180617,15d,0.008686765
1367,20180618,15d,0.010895884
1368,20180619,15d,0.018924731
1369,20180620,15d,0.010890152
1370,20180621,15d,0.022980164
1371,20180622,15d,0.008706786
1372,20180623,15d,0.004990643
1373,20180624,15d,0.013542409
1374,20180625,15d,0.013176219
1375,20180626,15d,0.011637403
1376,20180627,15d,0.018078257
1377,20180628,15d,0.010444399
1378,20180629,15d,0.022494888
1379,20180630,15d,0.013172967
1380,20180601," ""30d""",0.004607177
1381,20180602," ""30d""",0.004619908
1382,20180603," ""30d""",0.001081081
1383,20180604," ""30d""",0.005883795
1384,20180605," ""30d""",0.00447205
1385,20180606," ""30d""",0.006381934
1386,20180607," ""30d""",0.006043818
1387,20180608," ""30d""",0.003277862
1388,20180609," ""30d""",0.001790739
1389,20180610," ""30d""",0.003351487
1390,20180611," ""30d""",0.003738318
1391,20180612," ""30d""",0.003150102
1392,20180613," ""30d""",0.002895018
1393,20180614," ""30d""",0.002507463
1394,20180615," ""30d""",0.003715035
1395,20180616," ""30d""",0.002929115
1396,20180617," ""30d""",0.00408789
1397,20180618," ""30d""",0.006053269
1398,20180619," ""30d""",0.003870968
1399,20180620," ""30d""",0.004261364
1400,20180621," ""30d""",0.005079826
1401,20180622," ""30d""",0.006145967
1402,20180623," ""30d""",0.001871491
1403,20180624," ""30d""",0.0085531
1404,20180625," ""30d""",0.003535083
1405,20180626," ""30d""",0.003266639
1406,20180627," ""30d""",0.007677068
1407,20180628," ""30d""",0.004505427
1408,20180629," ""30d""",0.003067485
1409,20180630," ""30d""",0.001431844
1410,20180601," ""> 30d""",0.058438409
1411,20180602," ""> 30d""",0.041579168
1412,20180603," ""> 30d""",0.064864865
1413,20180604," ""> 30d""",0.050012258
1414,20180605," ""> 30d""",0.053664596
1415,20180606," ""> 30d""",0.049828179
1416,20180607," ""> 30d""",0.067741123
1417,20180608," ""> 30d""",0.05723651
1418,20180609," ""> 30d""",0.034535687
1419,20180610," ""> 30d""",0.045664013
1420,20180611," ""> 30d""",0.047559709
1421,20180612," ""> 30d""",0.087415341
1422,20180613," ""> 30d""",0.066280664
1423,20180614," ""> 30d""",0.051104478
1424,20180615," ""> 30d""",0.10270979
1425,20180616," ""> 30d""",0.093731693
1426,20180617," ""> 30d""",0.156361778
1427,20180618," ""> 30d""",0.136803874
1428,20180619," ""> 30d""",0.107311828
1429,20180620," ""> 30d""",0.129261364
1430,20180621," ""> 30d""",0.195452346
1431,20180622," ""> 30d""",0.043277849
1432,20180623," ""> 30d""",0.096693699
1433,20180624," ""> 30d""",0.212401996
1434,20180625," ""> 30d""",0.026352437
1435,20180626," ""> 30d""",0.05798285
1436,20180627," ""> 30d""",0.06166419
1437,20180628," ""> 30d""",0.084988736
1438,20180629," ""> 30d""",0.080095433
1439,20180630," ""> 30d""",0.038373425
