chart_name,chart_type,main_chart_marks_precision,main_chart_marks_recall,main_chart_marks_f1,main_chart_marks_jaccard,main_chart_marks_accuracy,main_chart_marks_tp,main_chart_marks_fp,main_chart_marks_fn,main_chart_marks_predicted_count,main_chart_marks_ground_truth_count,main_chart_marks_is_empty_match,axis_labels_precision,axis_labels_recall,axis_labels_f1,axis_labels_jaccard,axis_labels_accuracy,axis_labels_tp,axis_labels_fp,axis_labels_fn,axis_labels_predicted_count,axis_labels_ground_truth_count,axis_labels_is_empty_match,axis_titles_precision,axis_titles_recall,axis_titles_f1,axis_titles_jaccard,axis_titles_accuracy,axis_titles_tp,axis_titles_fp,axis_titles_fn,axis_titles_predicted_count,axis_titles_ground_truth_count,axis_titles_is_empty_match,legend_labels_precision,legend_labels_recall,legend_labels_f1,legend_labels_jaccard,legend_labels_accuracy,legend_labels_tp,legend_labels_fp,legend_labels_fn,legend_labels_predicted_count,legend_labels_ground_truth_count,legend_labels_is_empty_match,legend_marks_precision,legend_marks_recall,legend_marks_f1,legend_marks_jaccard,legend_marks_accuracy,legend_marks_tp,legend_marks_fp,legend_marks_fn,legend_marks_predicted_count,legend_marks_ground_truth_count,legend_marks_is_empty_match,legend_titles_precision,legend_titles_recall,legend_titles_f1,legend_titles_jaccard,legend_titles_accuracy,legend_titles_tp,legend_titles_fp,legend_titles_fn,legend_titles_predicted_count,legend_titles_ground_truth_count,legend_titles_is_empty_match,overall_f1,evaluated_at,status
ParallelCoordinatesPlot6,ParallelCoordinatesPlot,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,14,0,14,0,False,0.0,0.0,0.0,0.0,0.0,0,0,32,0,32,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:03.875791,success
ConnectedDotPlot6,ConnectedDotPlot,0.9807692307692307,0.6623376623376623,0.7906976744186047,0.6538461538461539,0.6623376623376623,102,2,52,104,154,False,0.9903846153846154,1.0,0.9951690821256038,0.9903846153846154,1.0,103,1,0,104,103,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9643111260907015,2025-06-27T22:14:03.877607,success
KagiChart10,KagiChart,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,4,0,8,4,12,False,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,1.0,15,3,0,18,15,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.7348484848484849,2025-06-27T22:14:03.878619,success
PieChart22,PieChart,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,0.0,0.0,0.0,0.0,0.0,0,6,0,6,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.879619,success
BarChart9,BarChart,0.43333333333333335,1.0,0.6046511627906976,0.43333333333333335,1.0,26,34,0,60,26,False,0.967741935483871,0.7692307692307693,0.8571428571428572,0.75,0.7692307692307693,30,1,9,31,39,False,0.0,0.0,0.0,0.0,0.0,0,1,2,1,2,False,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,False,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.24363233665559247,2025-06-27T22:14:03.880679,success
RadialBarChart4,RadialBarChart,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,False,0.0,0.0,0.0,0.0,0.0,0,5,0,5,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,15,0,15,0,False,0.0,0.0,0.0,0.0,0.0,0,5,0,5,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5,2025-06-27T22:14:03.881741,success
MarimekkoChart7,MarimekkoChart,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,0.0,0.0,0.0,0.0,0.0,0,0,3,0,3,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.882704,success
PolarAreaChart12,PolarAreaChart,1.0,1.0,1.0,1.0,1.0,128,0,0,128,128,False,0.2727272727272727,1.0,0.42857142857142855,0.2727272727272727,1.0,6,16,0,22,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9047619047619048,2025-06-27T22:14:03.884074,success
MatrixDiagram4,MatrixDiagram,1.0,1.0,1.0,1.0,1.0,361,0,0,361,361,False,0.0,0.0,0.0,0.0,0.0,0,11,38,11,38,False,0.0,0.0,0.0,0.0,0.0,0,19,0,19,0,False,0.0,0.0,0.0,0.0,0.0,0,0,11,0,11,False,0.0,0.0,0.0,0.0,0.0,0,0,200,0,200,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.3333333333333333,2025-06-27T22:14:03.888675,success
CandlestickChart1,CandlestickChart,1.0,0.5,0.6666666666666666,0.5,0.5,60,0,60,60,120,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444443,2025-06-27T22:14:03.889733,success
ViolinPlot11,ViolinPlot,1.0,0.9781420765027322,0.988950276243094,0.9781420765027322,0.9781420765027322,179,0,4,179,183,False,0.0,0.0,0.0,0.0,0.0,0,10,0,10,0,False,0.0,0.0,0.0,0.0,0.0,0,0,11,0,11,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6648250460405157,2025-06-27T22:14:03.892596,success
ViolinPlot10,ViolinPlot,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,1.0,6,1,0,7,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9871794871794872,2025-06-27T22:14:03.893497,success
PolarAreaChart13,PolarAreaChart,1.0,1.0,1.0,1.0,1.0,32,0,0,32,32,False,0.38461538461538464,1.0,0.5555555555555556,0.38461538461538464,1.0,5,8,0,13,5,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9259259259259259,2025-06-27T22:14:03.894628,success
MarimekkoChart6,MarimekkoChart,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,1.0,1.0,1.0,1.0,38,0,0,38,38,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,2025-06-27T22:14:03.895730,success
PieChart23,PieChart,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.8333333333333334,2025-06-27T22:14:03.896760,success
RadialBarChart5,RadialBarChart,1.0,1.0,1.0,1.0,1.0,15,0,0,15,15,False,1.0,1.0,1.0,1.0,1.0,22,0,0,22,22,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.897822,success
BarChart8,BarChart,0.0,0.0,0.0,0.0,0.0,0,4,20,4,20,False,0.0,0.0,0.0,0.0,0.0,0,0,32,0,32,False,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5,2025-06-27T22:14:03.899007,success
KagiChart11,KagiChart,1.0,1.0,1.0,1.0,1.0,26,0,0,26,26,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,0,4,0,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.900065,success
BubbleChart26,BubbleChart,1.0,1.0,1.0,1.0,1.0,237,0,0,237,237,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,0.0,0.0,0.0,0.0,0.0,0,6,0,6,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.902236,success
ParallelCoordinatesPlot7,ParallelCoordinatesPlot,1.0,1.0,1.0,1.0,1.0,29,0,0,29,29,False,0.0,0.0,0.0,0.0,0.0,0,19,0,19,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.903205,success
CirclePacking19,CirclePacking,1.0,1.0,1.0,1.0,1.0,200,0,0,200,200,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.904430,success
BumpChart12,BumpChart,0.7407407407407407,0.02631578947368421,0.05082592121982211,0.02607561929595828,0.02631578947368421,20,7,740,27,760,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,20,0,20,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.675137653536637,2025-06-27T22:14:03.908424,success
LineGraph10,LineGraph,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,31,0,0,31,31,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,2025-06-27T22:14:03.909681,success
KagiChart4,KagiChart,1.0,1.0,1.0,1.0,1.0,18,0,0,18,18,False,1.0,1.0,1.0,1.0,1.0,28,0,0,28,28,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,0.6666666666666666,2025-06-27T22:14:03.910825,success
LineGraph38,LineGraph,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,False,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5,2025-06-27T22:14:03.911828,success
MarimekkoChart18,MarimekkoChart,1.0,1.0,1.0,1.0,1.0,25,0,0,25,25,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.913083,success
BoxAndWhisker14,BoxAndWhisker,1.0,0.4,0.5714285714285715,0.4,0.4,10,0,15,10,25,False,0.0,0.0,0.0,0.0,0.0,0,7,0,7,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7619047619047619,2025-06-27T22:14:03.914111,success
DonutChart22,DonutChart,0.75,1.0,0.8571428571428571,0.75,1.0,6,2,0,8,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9761904761904763,2025-06-27T22:14:03.915005,success
Heatmap12,Heatmap,1.0,1.0,1.0,1.0,1.0,180,0,0,180,180,False,0.9666666666666667,1.0,0.983050847457627,0.9666666666666667,1.0,29,1,0,30,29,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8305084745762712,2025-06-27T22:14:03.916653,success
DotPlot9,DotPlot,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,False,1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857,0.2857142857142857,4,0,10,4,14,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9074074074074074,2025-06-27T22:14:03.917627,success
WaterfallChart14,WaterfallChart,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,1.0,1.0,1.0,1.0,16,0,0,16,16,False,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:03.918586,success
CandlestickChart16,CandlestickChart,1.0,0.5,0.6666666666666666,0.5,0.5,120,0,120,120,240,False,1.0,1.0,1.0,1.0,1.0,33,0,0,33,33,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444443,2025-06-27T22:14:03.920333,success
RadialBarChart14,RadialBarChart,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,7,0,7,0,False,0.0,0.0,0.0,0.0,0.0,0,8,0,8,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:03.921278,success
AreaChart26,AreaChart,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,13,0,0,13,13,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.922148,success
WaffleChart22,WaffleChart,1.0,1.0,1.0,1.0,1.0,793,0,0,793,793,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.925340,success
StackedAreaChart1,StackedAreaChart,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,False,1.0,1.0,1.0,1.0,1.0,19,0,0,19,19,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:03.926387,success
StackedAreaChart3,StackedAreaChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,21,0,0,21,21,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.927313,success
AreaChart18,AreaChart,0.0,0.0,0.0,0.0,0.0,0,8,16,8,16,False,0.5,0.5454545454545454,0.5217391304347826,0.35294117647058826,0.5454545454545454,6,6,5,12,11,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,0.0,0.0,0.0,0.0,0.0,0,8,2,8,2,False,0.25,1.0,0.4,0.25,1.0,2,6,0,8,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.32028985507246377,2025-06-27T22:14:03.928603,success
BubbleChart8,BubbleChart,1.0,1.0,1.0,1.0,1.0,392,0,0,392,392,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,2025-06-27T22:14:03.931111,success
RadialBarChart16,RadialBarChart,1.0,0.5,0.6666666666666666,0.5,0.5,3,0,3,3,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444443,2025-06-27T22:14:03.932210,success
AreaChart24,AreaChart,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,False,1.0,1.0,1.0,1.0,1.0,14,0,0,14,14,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,5,0,5,0,False,0.0,0.0,0.0,0.0,0.0,0,5,0,5,0,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.5,2025-06-27T22:14:03.933341,success
Calendar18,Calendar,0.0,0.0,0.0,0.0,0.0,0,14,181,14,181,False,1.0,1.0,1.0,1.0,1.0,13,0,0,13,13,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:03.934949,success
BarChartInRadialLayout18,BarChartInRadialLayout,0.9884615384615385,0.49902912621359224,0.6632258064516129,0.49613899613899615,0.49902912621359224,257,3,258,260,515,False,1.0,0.9774436090225563,0.988593155893536,0.9774436090225563,0.9774436090225563,130,0,3,130,133,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9419698270575249,2025-06-27T22:14:03.938755,success
CandlestickChart14,CandlestickChart,1.0,1.0,1.0,1.0,1.0,506,0,0,506,506,False,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.942059,success
WaterfallChart16,WaterfallChart,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,0.0,0.0,0.0,0.0,0.0,0,9,0,9,0,False,0.0,0.0,0.0,0.0,0.0,0,12,0,12,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.3333333333333333,2025-06-27T22:14:03.943498,success
Heatmap10,Heatmap,1.0,1.0,1.0,1.0,1.0,72,0,0,72,72,False,1.0,1.0,1.0,1.0,1.0,25,0,0,25,25,False,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,2,1,0,3,2,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,0.9666666666666667,2025-06-27T22:14:03.945199,success
DonutChart20,DonutChart,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.8333333333333334,2025-06-27T22:14:03.946366,success
BoxAndWhisker16,BoxAndWhisker,1.0,0.011494252873563218,0.022727272727272724,0.011494252873563218,0.011494252873563218,1,0,86,1,87,False,0.0,0.0,0.0,0.0,0.0,0,10,0,10,0,False,0.0,0.0,0.0,0.0,0.0,0,0,16,0,16,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5037878787878788,2025-06-27T22:14:03.947406,success
KagiChart6,KagiChart,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,34,0,68,34,102,False,0.5769230769230769,1.0,0.7317073170731707,0.5769230769230769,1.0,45,33,0,78,45,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7052845528455284,2025-06-27T22:14:03.948726,success
GroupedBarChart9,GroupedBarChart,1.0,1.0,1.0,1.0,1.0,20,0,0,20,20,False,0.0,0.0,0.0,0.0,0.0,0,16,0,16,0,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:03.949815,success
StreamGraph16,StreamGraph,0.9,1.0,0.9473684210526316,0.9,1.0,9,1,0,10,9,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9912280701754387,2025-06-27T22:14:03.951003,success
RangeChart19,RangeChart,1.0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,2,0,1,2,3,False,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9666666666666667,2025-06-27T22:14:03.951998,success
ConnectedDotPlot21,ConnectedDotPlot,1.0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,14,0,7,14,21,False,1.0,1.0,1.0,1.0,1.0,13,0,0,13,13,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7999999999999999,2025-06-27T22:14:03.953321,success
LineGraph12,LineGraph,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,22,0,0,22,22,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:03.954308,success
